match_id,home_team,home_team_id,away_team,away_team_id,home_team_wins,away_team_wins,winning_team_id,losing_team_id,game_1_id,game_1_map,game_1_gametype,game_1_lang,game_1_home_score,game_1_away_score,game_1_winning_team,game_1_losing_team,game_2_id,game_2_map,game_2_gametype,game_2_lang,game_2_home_score,game_2_away_score,game_2_winning_team,game_2_losing_team,game_3_id,game_3_map,game_3_gametype,game_3_lang,game_3_home_score,game_3_away_score,game_3_winning_team,game_3_losing_team,game_4_id,game_4_map,game_4_gametype,game_4_lang,game_4_home_score,game_4_away_score,game_4_winning_team,game_4_losing_team,game_5_id,game_5_map,game_5_gametype,game_5_lang,game_5_home_score,game_5_away_score,game_5_winning_team,game_5_losing_team
3275,Dallas Empire,6,Los Angeles Guerrillas,11,3,1,6,11,0,Gun Runner,Hardpoint,en-us,250,169,6,11,1,Arklov Peak,Search and Destroy,en-us,3,6,11,6,2,Hackney Yard,Domination,en-us,100,40,6,11,3,Hackney Yard,Hardpoint,en-us,250,244,6,11,4,St. Petrograd,Search and Destroy,en-us,0,0,0,0
3281,Paris Legion,15,Chicago Huntsmen,8,1,3,8,15,0,Gun Runner,Hardpoint,en-us,250,230,15,8,1,St. Petrograd,Search and Destroy,en-us,4,6,8,15,2,Gun Runner,Domination,en-us,147,174,8,15,3,St. Petrograd,Hardpoint,en-us,231,250,8,15,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3276,Toronto Ultra,17,Dallas Empire,6,2,3,6,17,0,Hackney Yard,Hardpoint,en-us,235,250,6,17,1,Gun Runner,Search and Destroy,en-us,2,6,6,17,2,Hackney Yard,Domination,en-us,156,145,17,6,3,Gun Runner,Hardpoint,en-us,250,204,17,6,4,Piccadilly,Search and Destroy,en-us,2,6,6,17
3282,Seattle Surge,16,Minnesota Røkkr,12,2,3,12,16,0,Azhir Cave,Hardpoint,en-us,220,250,12,16,1,Arklov Peak,Search and Destroy,en-us,3,6,12,16,2,Gun Runner,Domination,en-us,325,307,16,12,3,Hackney Yard,Hardpoint,en-us,250,249,16,12,4,St. Petrograd,Search and Destroy,en-us,2,6,12,16
3277,Florida Mutineers,9,Los Angeles Guerrillas,11,3,1,9,11,0,Rammaza,Hardpoint,en-us,250,185,9,11,1,Gun Runner,Search and Destroy,en-us,2,6,11,9,2,St. Petrograd,Domination,en-us,159,138,9,11,3,Hackney Yard,Hardpoint,en-us,250,137,9,11,4,St. Petrograd,Search and Destroy,en-us,0,0,0,0
3283,Paris Legion,15,Minnesota Røkkr,12,1,3,12,15,0,Azhir Cave,Hardpoint,en-us,150,250,12,15,1,Gun Runner,Search and Destroy,en-us,6,5,15,12,2,Gun Runner,Domination,en-us,112,176,12,15,3,St. Petrograd,Hardpoint,en-us,167,250,12,15,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3278,Toronto Ultra,17,Florida Mutineers,9,1,3,9,17,0,Azhir Cave,Hardpoint,en-us,211,250,9,17,1,Rammaza,Search and Destroy,en-us,5,6,9,17,2,Gun Runner,Domination,en-us,164,136,17,9,3,Hackney Yard,Hardpoint,en-us,159,250,9,17,4,St. Petrograd,Search and Destroy,en-us,0,0,0,0
3284,Chicago Huntsmen,8,Florida Mutineers,9,1,3,9,8,0,Gun Runner,Hardpoint,en-us,250,199,8,9,1,Piccadilly,Search and Destroy,en-us,4,6,9,8,2,Hackney Yard,Domination,en-us,125,193,9,8,3,Azhir Cave,Hardpoint,en-us,222,250,9,8,4,St. Petrograd,Search and Destroy,en-us,0,0,0,0
3285,Dallas Empire,6,Minnesota Røkkr,12,1,3,12,6,0,Rammaza,Hardpoint,en-us,222,250,12,6,1,Piccadilly,Search and Destroy,en-us,6,1,6,12,2,Gun Runner,Domination,en-us,143,153,12,6,3,Hackney Yard,Hardpoint,en-us,196,250,12,6,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3286,Florida Mutineers,9,Minnesota Røkkr,12,3,1,9,12,0,Azhir Cave,Hardpoint,en-us,241,250,12,9,1,Piccadilly,Search and Destroy,en-us,6,2,9,12,2,St. Petrograd,Domination,en-us,194,117,9,12,3,Gun Runner,Hardpoint,en-us,250,115,9,12,4,St. Petrograd,Search and Destroy,en-us,0,0,0,0
3555,London Royal Ravens,10,Atlanta FaZe,7,0,3,7,10,0,Azhir Cave,Hardpoint,en-us,234,250,7,10,1,Arklov Peak,Search and Destroy,en-us,5,6,7,10,2,Hackney Yard,Domination,en-us,149,166,7,10,3,Rammaza,Hardpoint,en-us,0,0,0,0,4,Rammaza,Search and Destroy,en-us,0,0,0,0
3560,Seattle Surge,16,Los Angeles Guerrillas,11,3,0,16,11,0,Rammaza,Hardpoint,en-us,250,248,16,11,1,Arklov Peak,Search and Destroy,en-us,6,3,16,11,2,Gun Runner,Domination,en-us,172,132,16,11,3,Hackney Yard,Hardpoint,en-us,0,0,0,0,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3561,Dallas Empire,6,OpTic Gaming Los Angeles,14,3,1,6,14,0,Gun Runner,Hardpoint,en-us,250,175,6,14,1,Arklov Peak,Search and Destroy,en-us,1,6,14,6,2,Hackney Yard,Domination,en-us,155,150,6,14,3,Hackney Yard,Hardpoint,en-us,250,208,6,14,4,Piccadilly,Search and Destroy,en-us,0,0,0,0
3556,Chicago Huntsmen,8,New York Subliners,13,2,3,13,8,0,Gun Runner,Hardpoint,en-us,135,250,13,8,1,St. Petrograd,Search and Destroy,en-us,5,6,13,8,2,Gun Runner,Domination,en-us,156,150,8,13,3,Hackney Yard,Hardpoint,en-us,250,228,8,13,4,Rammaza,Search and Destroy,en-us,3,6,13,8
3562,Seattle Surge,16,Dallas Empire,6,1,3,6,16,0,Azhir Cave,Hardpoint,en-us,250,228,16,6,1,Gun Runner,Search and Destroy,en-us,3,6,6,16,2,Gun Runner,Domination,en-us,149,157,6,16,3,Hackney Yard,Hardpoint,en-us,198,250,6,16,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3557,Atlanta FaZe,7,New York Subliners,13,3,2,7,13,0,Rammaza,Hardpoint,en-us,177,250,13,7,1,Arklov Peak,Search and Destroy,en-us,6,4,7,13,2,Hackney Yard,Domination,en-us,180,141,7,13,3,St. Petrograd,Hardpoint,en-us,84,250,13,7,4,St. Petrograd,Search and Destroy,en-us,6,1,7,13
3563,Los Angeles Guerrillas,11,OpTic Gaming Los Angeles,14,3,1,11,14,0,Gun Runner,Hardpoint,en-us,250,227,11,14,1,Rammaza,Search and Destroy,en-us,6,1,11,14,2,Gun Runner,Domination,en-us,148,173,14,11,3,Hackney Yard,Hardpoint,en-us,250,164,11,14,4,Piccadilly,Search and Destroy,en-us,0,0,0,0
3558,London Royal Ravens,10,Chicago Huntsmen,8,1,3,8,10,0,St. Petrograd,Hardpoint,en-us,243,250,8,10,1,Gun Runner,Search and Destroy,en-us,1,6,8,10,2,St. Petrograd,Domination,en-us,195,102,10,8,3,Azhir Cave,Hardpoint,en-us,235,250,8,10,4,Rammaza,Search and Destroy,en-us,0,0,0,0
3564,Seattle Surge,16,Los Angeles Guerrillas,11,3,1,16,11,0,Rammaza,Hardpoint,en-us,250,103,16,11,1,Gun Runner,Search and Destroy,en-us,6,4,16,11,2,St. Petrograd,Domination,en-us,133,170,11,16,3,St. Petrograd,Hardpoint,en-us,250,223,16,11,4,Rammaza,Search and Destroy,en-us,0,0,0,0
3559,New York Subliners,13,Chicago Huntsmen,8,1,3,8,13,0,Gun Runner,Hardpoint,en-us,250,195,13,8,1,Arklov Peak,Search and Destroy,en-us,3,6,8,13,2,Hackney Yard,Domination,en-us,156,158,8,13,3,St. Petrograd,Hardpoint,en-us,167,250,8,13,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3565,Atlanta FaZe,7,Seattle Surge,16,3,1,7,16,0,Azhir Cave,Hardpoint,en-us,250,179,7,16,1,St. Petrograd,Search and Destroy,en-us,5,6,16,7,2,St. Petrograd,Domination,en-us,174,141,7,16,3,Hackney Yard,Hardpoint,en-us,250,207,7,16,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3566,Chicago Huntsmen,8,Dallas Empire,6,0,3,6,8,0,Rammaza,Hardpoint,en-us,165,250,6,8,1,Gun Runner,Search and Destroy,en-us,2,6,6,8,2,Hackney Yard,Domination,en-us,158,165,6,8,3,Hackney Yard,Hardpoint,en-us,0,0,0,0,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3567,Atlanta FaZe,7,Dallas Empire,6,1,3,6,7,0,Gun Runner,Hardpoint,en-us,222,250,6,7,1,St. Petrograd,Search and Destroy,en-us,6,5,7,6,2,Hackney Yard,Domination,en-us,146,171,6,7,3,St. Petrograd,Hardpoint,en-us,200,250,6,7,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3573,Paris Legion,15,Atlanta FaZe,7,1,3,7,15,0,Azhir Cave,Hardpoint,en-us,212,250,7,15,1,St. Petrograd,Search and Destroy,en-us,5,6,7,15,2,Gun Runner,Domination,en-us,148,145,15,7,3,St. Petrograd,Hardpoint,en-us,117,250,7,15,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3574,OpTic Gaming Los Angeles,14,London Royal Ravens,10,2,3,10,14,0,Hackney Yard,Hardpoint,en-us,194,250,10,14,1,Rammaza,Search and Destroy,en-us,6,2,14,10,2,Gun Runner,Domination,en-us,185,136,14,10,3,Gun Runner,Hardpoint,en-us,185,250,10,14,4,Piccadilly,Search and Destroy,en-us,4,6,10,14
3568,Toronto Ultra,17,New York Subliners,13,3,1,17,13,0,Gun Runner,Hardpoint,en-us,214,250,13,17,1,Arklov Peak,Search and Destroy,en-us,6,2,17,13,2,Hackney Yard,Domination,en-us,156,154,17,13,3,St. Petrograd,Hardpoint,en-us,250,182,17,13,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3569,Florida Mutineers,9,Minnesota Røkkr,12,0,3,12,9,0,Rammaza,Hardpoint,en-us,210,250,12,9,1,St. Petrograd,Search and Destroy,en-us,2,6,12,9,2,Hackney Yard,Domination,en-us,156,163,12,9,3,Azhir Cave,Hardpoint,en-us,0,0,0,0,4,Rammaza,Search and Destroy,en-us,0,0,0,0
3575,Atlanta FaZe,7,London Royal Ravens,10,3,1,7,10,0,Hackney Yard,Hardpoint,en-us,250,104,7,10,1,Arklov Peak,Search and Destroy,en-us,1,6,10,7,2,Hackney Yard,Domination,en-us,155,145,7,10,3,Gun Runner,Hardpoint,en-us,250,130,7,10,4,St. Petrograd,Search and Destroy,en-us,0,0,0,0
3570,Toronto Ultra,17,Minnesota Røkkr,12,3,1,17,12,0,Hackney Yard,Hardpoint,en-us,250,192,17,12,1,Piccadilly,Search and Destroy,en-us,4,6,12,17,2,Hackney Yard,Domination,en-us,157,149,17,12,3,Rammaza,Hardpoint,en-us,250,109,17,12,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3576,Paris Legion,15,OpTic Gaming Los Angeles,14,0,3,14,15,0,Rammaza,Hardpoint,en-us,231,250,14,15,1,Arklov Peak,Search and Destroy,en-us,5,6,14,15,2,St. Petrograd,Domination,en-us,133,174,14,15,3,Azhir Cave,Hardpoint,en-us,0,0,0,0,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3571,New York Subliners,13,Florida Mutineers,9,3,0,13,9,0,Rammaza,Hardpoint,en-us,250,194,13,9,1,Rammaza,Search and Destroy,en-us,6,5,13,9,2,Hackney Yard,Domination,en-us,177,143,13,9,3,St. Petrograd,Hardpoint,en-us,0,0,0,0,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3577,London Royal Ravens,10,OpTic Gaming Los Angeles,14,0,3,14,10,0,Azhir Cave,Hardpoint,en-us,199,250,14,10,1,St. Petrograd,Search and Destroy,en-us,1,6,14,10,2,Hackney Yard,Domination,en-us,154,174,14,10,3,Gun Runner,Hardpoint,en-us,0,0,0,0,4,Rammaza,Search and Destroy,en-us,0,0,0,0
3572,Minnesota Røkkr,12,New York Subliners,13,0,3,13,12,0,Rammaza,Hardpoint,en-us,249,250,13,12,1,St. Petrograd,Search and Destroy,en-us,5,6,13,12,2,Gun Runner,Domination,en-us,150,159,13,12,3,Hackney Yard,Domination,en-us,0,0,0,0,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3578,Toronto Ultra,17,OpTic Gaming Los Angeles,14,2,3,14,17,0,Rammaza,Hardpoint,en-us,229,250,14,17,1,Rammaza,Search and Destroy,en-us,6,2,17,14,2,Gun Runner,Domination,en-us,142,141,17,14,3,Gun Runner,Hardpoint,en-us,227,250,14,17,4,Arklov Peak,Search and Destroy,en-us,5,6,14,17
3579,Atlanta FaZe,7,New York Subliners,13,3,2,7,13,0,Gun Runner,Hardpoint,en-us,250,222,7,13,1,Arklov Peak,Search and Destroy,en-us,3,6,13,7,2,Gun Runner,Domination,en-us,166,141,7,13,3,Hackney Yard,Hardpoint,en-us,247,250,13,7,4,Gun Runner,Search and Destroy,en-us,6,3,7,13
3580,OpTic Gaming Los Angeles,14,Atlanta FaZe,7,1,3,7,14,0,Azhir Cave,Hardpoint,en-us,250,232,14,7,1,Arklov Peak,Search and Destroy,en-us,5,6,7,14,2,Hackney Yard,Domination,en-us,149,170,7,14,3,St. Petrograd,Hardpoint,en-us,232,250,7,14,4,St. Petrograd,Search and Destroy,en-us,0,0,0,0
3586,Paris Legion,15,Chicago Huntsmen,8,1,3,8,15,0,Azhir Cave,Hardpoint,en-us,203,250,8,15,1,St. Petrograd,Search and Destroy,en-us,2,6,8,15,2,Gun Runner,Domination,en-us,171,136,15,8,3,Hackney Yard,Hardpoint,en-us,236,250,8,15,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3581,London Royal Ravens,10,Los Angeles Guerrillas,11,3,2,10,11,0,Gun Runner,Hardpoint,en-us,250,159,10,11,1,Piccadilly,Search and Destroy,en-us,3,6,11,10,2,Gun Runner,Domination,en-us,159,135,10,11,3,Rammaza,Hardpoint,en-us,146,250,11,10,4,St. Petrograd,Search and Destroy,en-us,6,3,10,11
3587,Minnesota Røkkr,12,OpTic Gaming Los Angeles,14,3,2,12,14,0,Rammaza,Hardpoint,en-us,250,195,12,14,1,St. Petrograd,Search and Destroy,en-us,5,6,14,12,2,Gun Runner,Domination,en-us,167,157,12,14,3,Azhir Cave,Hardpoint,en-us,135,250,14,12,4,Arklov Peak,Search and Destroy,en-us,6,5,12,14
3582,Seattle Surge,16,New York Subliners,13,1,3,13,16,0,Gun Runner,Hardpoint,en-us,175,250,13,16,1,Arklov Peak,Search and Destroy,en-us,4,6,13,16,2,Gun Runner,Domination,en-us,154,151,16,13,3,St. Petrograd,Hardpoint,en-us,200,250,13,16,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3588,Chicago Huntsmen,8,Minnesota Røkkr,12,3,0,8,12,0,Azhir Cave,Hardpoint,en-us,250,233,8,12,1,Gun Runner,Search and Destroy,en-us,6,5,8,12,2,Hackney Yard,Domination,en-us,176,123,8,12,3,St. Petrograd,Hardpoint,en-us,0,0,0,0,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3583,London Royal Ravens,10,New York Subliners,13,3,0,10,13,0,Gun Runner,Hardpoint,en-us,250,180,10,13,1,Gun Runner,Search and Destroy,en-us,6,3,10,13,2,Gun Runner,Domination,en-us,156,138,10,13,3,Hackney Yard,Hardpoint,en-us,0,0,0,0,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3589,Paris Legion,15,OpTic Gaming Los Angeles,14,1,3,14,15,0,Azhir Cave,Hardpoint,en-us,250,175,15,14,1,Rammaza,Search and Destroy,en-us,4,6,14,15,2,Hackney Yard,Domination,en-us,143,170,14,15,3,Rammaza,Hardpoint,en-us,240,250,14,15,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3584,Los Angeles Guerrillas,11,Seattle Surge,16,3,1,11,16,0,Rammaza,Hardpoint,en-us,250,217,11,16,1,Piccadilly,Search and Destroy,en-us,6,1,11,16,2,Hackney Yard,Domination,en-us,149,167,16,11,3,Hackney Yard,Hardpoint,en-us,250,165,11,16,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3590,Minnesota Røkkr,12,OpTic Gaming Los Angeles,14,0,3,14,12,0,Azhir Cave,Hardpoint,en-us,241,250,14,12,1,Arklov Peak,Search and Destroy,en-us,2,6,14,12,2,Hackney Yard,Domination,en-us,157,171,14,12,3,Rammaza,Hardpoint,en-us,0,0,0,0,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3585,New York Subliners,13,Los Angeles Guerrillas,11,3,1,13,11,0,Gun Runner,Hardpoint,en-us,250,191,13,11,1,Arklov Peak,Search and Destroy,en-us,3,6,11,13,2,Hackney Yard,Domination,en-us,158,149,13,11,3,St. Petrograd,Hardpoint,en-us,250,187,13,11,4,Gun Runner,Hardpoint,en-us,0,0,0,0
3591,London Royal Ravens,10,OpTic Gaming Los Angeles,14,3,2,10,14,0,Gun Runner,Hardpoint,en-us,250,193,10,14,1,Arklov Peak,Search and Destroy,en-us,6,3,10,14,2,St. Petrograd,Domination,en-us,131,170,14,10,3,Rammaza,Hardpoint,en-us,244,250,14,10,4,Gun Runner,Search and Destroy,en-us,6,1,10,14
3592,Chicago Huntsmen,8,New York Subliners,13,3,1,8,13,0,Rammaza,Hardpoint,en-us,250,209,8,13,1,Gun Runner,Search and Destroy,en-us,6,3,8,13,2,Hackney Yard,Domination,en-us,125,177,13,8,3,Hackney Yard,Hardpoint,en-us,250,201,8,13,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3593,London Royal Ravens,10,Chicago Huntsmen,8,1,3,8,10,0,Rammaza,Hardpoint,en-us,202,250,8,10,1,Arklov Peak,Search and Destroy,en-us,6,2,10,8,2,Gun Runner,Domination,en-us,154,155,8,10,3,Hackney Yard,Hardpoint,en-us,160,250,8,10,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
3599,Los Angeles Guerrillas,11,Toronto Ultra,17,3,2,11,17,0,Rammaza,Hardpoint,en-us,250,197,11,17,1,Arklov Peak,Search and Destroy,en-us,6,3,11,17,2,Hackney Yard,Domination,en-us,137,187,17,11,3,Hackney Yard,Hardpoint,en-us,84,250,17,11,4,Gun Runner,Search and Destroy,en-us,6,3,11,17
3594,Seattle Surge,16,Atlanta FaZe,7,2,3,7,16,0,Azhir Cave,Hardpoint,en-us,250,175,16,7,1,Gun Runner,Search and Destroy,en-us,6,5,16,7,2,Hackney Yard,Domination,en-us,123,199,7,16,3,Gun Runner,Hardpoint,en-us,188,250,7,16,4,St. Petrograd,Search and Destroy,en-us,5,6,7,16
3600,Chicago Huntsmen,8,Florida Mutineers,9,2,3,9,8,0,Gun Runner,Hardpoint,en-us,250,239,8,9,1,Arklov Peak,Search and Destroy,en-us,3,6,9,8,2,Hackney Yard,Domination,en-us,146,154,9,8,3,Rammaza,Hardpoint,en-us,250,204,8,9,4,Rammaza,Search and Destroy,en-us,4,6,9,8
3595,Minnesota Røkkr,12,Dallas Empire,6,1,3,6,12,0,Rammaza,Hardpoint,en-us,250,232,12,6,1,St. Petrograd,Search and Destroy,en-us,2,6,6,12,2,St. Petrograd,Domination,en-us,133,177,6,12,3,St. Petrograd,Hardpoint,en-us,185,250,6,12,4,Rammaza,Search and Destroy,en-us,0,0,0,0
3601,Los Angeles Guerrillas,11,Florida Mutineers,9,1,3,9,11,0,Gun Runner,Hardpoint,en-us,222,250,9,11,1,Piccadilly,Search and Destroy,en-us,6,5,11,9,2,St. Petrograd,Domination,en-us,126,177,9,11,3,Rammaza,Hardpoint,en-us,108,250,9,11,4,Arklov Peak,Search and Destroy,en-us,0,0,0,0
3596,Atlanta FaZe,7,Dallas Empire,6,3,2,7,6,0,Gun Runner,Hardpoint,en-us,139,250,6,7,1,Rammaza,Search and Destroy,en-us,3,6,6,7,2,St. Petrograd,Domination,en-us,180,129,7,6,3,St. Petrograd,Hardpoint,en-us,250,212,7,6,4,Piccadilly,Search and Destroy,en-us,6,2,7,6
3602,Toronto Ultra,17,Chicago Huntsmen,8,0,3,8,17,0,Rammaza,Hardpoint,en-us,245,250,8,17,1,Rammaza,Search and Destroy,en-us,2,6,8,17,2,Gun Runner,Domination,en-us,130,167,8,17,3,Hackney Yard,Hardpoint,en-us,0,0,0,0,4,Gun Runner,Search and Destroy,en-us,0,0,0,0
